"customerID","tenure","cancel","InternetService"
"5627-TVBPP",35,1,"No"
"2379-ENZGV",6,0,"Fiber optic"
"3936-QQFLL",2,1,"No"
"2589-AYCRP",50,1,"No"
"4067-HLYQI",33,1,"Fiber optic"
"5124-EOGYE",31,1,"No"
"5057-RKGLH",9,1,"No"
"0292-WEGCH",54,1,"DSL"
"8910-ICHIU",46,1,"Fiber optic"
"4097-YODCF",34,1,"Fiber optic"
"9715-WZCLW",71,1,"Fiber optic"
"9786-YWNHU",63,1,"DSL"
"6407-GSJNL",51,1,"No"
"6005-OBZPH",26,0,"Fiber optic"
"4049-ZPALD",64,1,"Fiber optic"
"7932-WPTDS",1,0,"DSL"
"3733-UOCWF",61,1,"Fiber optic"
"6833-JMZYP",15,1,"Fiber optic"
"2722-VOJQL",64,0,"Fiber optic"
"1310-QRITU",18,1,"DSL"
"8961-QDZZJ",57,1,"Fiber optic"
"9715-SBVSU",14,1,"DSL"
"8490-BXHEO",18,1,"Fiber optic"
"7173-TETGO",72,1,"Fiber optic"
"7929-SKFGK",70,1,"Fiber optic"
"2300-RQGOI",38,1,"No"
"3563-SVYLG",68,1,"DSL"
"5228-EXCET",13,0,"Fiber optic"
"6435-VWCCY",65,1,"Fiber optic"
"4998-IKFSE",30,1,"Fiber optic"
"8630-QSGXK",51,1,"DSL"
"2455-USLMV",31,1,"Fiber optic"
"7394-FKDNK",9,0,"Fiber optic"
"9488-FVZCC",72,1,"DSL"
"6331-LWDTQ",10,0,"DSL"
"5995-WWKKG",37,1,"No"
"1597-FZREH",2,0,"DSL"
"7879-CGSFV",55,1,"Fiber optic"
"9921-EZKBY",33,1,"Fiber optic"
"7432-FFVAR",46,1,"Fiber optic"
"7246-ZGQDF",1,1,"DSL"
"7000-WCEVQ",20,0,"DSL"
"0727-IWKVK",9,0,"Fiber optic"
"5959-BELXA",32,0,"Fiber optic"
"4456-RHSNB",19,1,"DSL"
"3512-IZIKN",70,0,"DSL"
"2481-SBOYW",61,1,"No"
"7109-MFBYV",26,1,"DSL"
"1833-TCXKK",45,1,"Fiber optic"
"1832-PEUTS",62,1,"Fiber optic"
"6141-OOXUQ",1,0,"No"
"8660-BUETV",3,1,"DSL"
"0580-PIQHM",41,1,"Fiber optic"
"5696-CEIQJ",67,1,"Fiber optic"
"7503-ZGUZJ",1,0,"Fiber optic"
"1696-HXOWK",71,1,"Fiber optic"
"3026-ATZYV",37,1,"DSL"
"4012-YCFAI",60,1,"DSL"
"2506-TNFCO",1,0,"Fiber optic"
"9970-QBCDA",6,1,"No"
"8718-PTMEZ",13,0,"DSL"
"9496-IVVRP",11,1,"DSL"
"2207-OBZNX",7,0,"DSL"
"2657-VPXTA",10,1,"Fiber optic"
"6551-VLJMV",34,1,"No"
"1221-GHZEP",62,1,"DSL"
"9289-LBQVU",64,1,"DSL"
"6142-VSJQO",1,0,"DSL"
"3458-IDMFK",25,1,"No"
"6933-FHBZC",26,1,"DSL"
"0221-NAUXK",10,1,"No"
"9770-KXGQU",53,1,"Fiber optic"
"6437-UKHMV",7,0,"Fiber optic"
"6538-POCHL",33,1,"Fiber optic"
"6726-NNFWD",71,1,"Fiber optic"
"3002-WQZWT",29,1,"Fiber optic"
"4277-UDIEF",24,1,"DSL"
"1208-NBVFH",20,1,"DSL"
"4912-PIGUY",1,1,"Fiber optic"
"1114-CENIM",54,0,"DSL"
"6060-DRTNL",5,0,"Fiber optic"
"2725-TTRIQ",72,1,"DSL"
"3374-TTZTK",52,1,"Fiber optic"
"8990-ZXLSU",9,1,"Fiber optic"
"2275-RBYQS",1,1,"DSL"
"8473-VUVJN",1,0,"Fiber optic"
"6289-CPNLD",33,0,"DSL"
"5536-SLHPM",55,0,"Fiber optic"
"4419-UJMUS",69,1,"Fiber optic"
"7794-JASDG",1,1,"DSL"
"7609-YBPXG",54,1,"DSL"
"5519-TEEUH",33,1,"No"
"7856-GANIL",45,1,"Fiber optic"
"0804-XBFBV",11,1,"DSL"
"2676-OXPPQ",6,1,"DSL"
"3703-TTEPD",21,1,"DSL"
"2799-TSLAG",65,1,"No"
"0196-VULGZ",6,0,"Fiber optic"
"8837-VVWLQ",8,0,"Fiber optic"
"2696-NARTR",11,0,"Fiber optic"
"2208-NKVVH",43,1,"No"
"7614-QVWQL",49,0,"DSL"
"1976-CFOCS",1,0,"DSL"
"4631-OACRM",15,0,"Fiber optic"
"7139-JZFVG",60,1,"DSL"
"4987-GQWPO",17,1,"DSL"
"3755-JBMNH",16,0,"Fiber optic"
"1757-TCATG",35,1,"No"
"6345-ULYRW",44,0,"Fiber optic"
"4776-XSKYQ",12,1,"DSL"
"8048-DSDFQ",1,1,"No"
"5753-QQWPW",28,1,"DSL"
"6010-DDPPW",70,1,"No"
"1809-DMJHQ",5,0,"DSL"
"6693-FRIRW",18,1,"Fiber optic"
"6586-MYGKD",70,1,"DSL"
"3173-NVMPX",9,1,"DSL"
"0248-PGHBZ",67,1,"Fiber optic"
"0623-GDISB",1,1,"DSL"
"2892-GESUL",18,1,"No"
"6923-EFPNL",4,0,"DSL"
"7472-EQOAV",71,1,"Fiber optic"
"9574-RKJIF",30,0,"Fiber optic"
"2043-WVTQJ",1,1,"DSL"
"8034-RYTVV",55,1,"Fiber optic"
"3863-QSTYI",59,1,"DSL"
"2619-WFQWU",1,0,"Fiber optic"
"5044-LRQAQ",7,1,"Fiber optic"
"1716-LSAMB",45,1,"DSL"
"1333-PBMXB",54,1,"No"
"6546-OPBBH",51,1,"No"
"5985-BEHZK",72,1,"Fiber optic"
"9127-QRZMH",44,1,"DSL"
"5919-VCZYM",2,1,"No"
"9644-KVCNC",66,1,"Fiber optic"
"2137-DQMEV",68,1,"DSL"
"8174-LNWMW",31,1,"No"
"9279-CJEOJ",21,1,"Fiber optic"
"7964-VEXDG",21,1,"Fiber optic"
"2404-JIBFC",55,1,"DSL"
"0778-NELLA",9,0,"DSL"
"8029-XYPWT",71,1,"Fiber optic"
"4614-NUVZD",1,0,"Fiber optic"
"4632-PAOYU",22,1,"No"
"3803-KMQFW",1,0,"No"
"6804-GDMOI",61,0,"Fiber optic"
"2990-OGYTD",67,1,"DSL"
"6646-JPPHA",14,1,"Fiber optic"
"9572-MTILT",59,0,"Fiber optic"
"7658-UYUQS",21,1,"Fiber optic"
"7880-XSOJX",4,1,"DSL"
"9611-CTWIH",3,0,"Fiber optic"
"4589-IUAJB",70,1,"No"
"0329-GTIAJ",3,0,"Fiber optic"
"8746-BFOAJ",21,1,"No"
"8457-XIGKN",20,1,"No"
"6072-NUQCB",22,1,"No"
"6629-CZTTH",1,0,"DSL"
"8838-GPHZP",63,1,"No"
"8750-QWZAJ",70,1,"No"
"5364-EVNIB",13,0,"Fiber optic"
"6918-UMQCG",5,1,"Fiber optic"
"0675-NCDYU",72,1,"Fiber optic"
"6339-DKLMK",13,1,"DSL"
"1346-PJWTK",61,1,"Fiber optic"
"5088-QZLRL",1,1,"No"
"8023-QHAIO",56,1,"Fiber optic"
"4397-FRLTA",4,1,"No"
"3057-VJJQE",35,1,"DSL"
"5087-SUURX",18,0,"DSL"
"2302-OUZXB",72,1,"DSL"
"8133-ANHHJ",49,1,"Fiber optic"
"2270-CHBFN",44,1,"Fiber optic"
"0013-EXCHZ",3,0,"Fiber optic"
"5982-FPVQN",37,1,"Fiber optic"
"9107-UKCKY",61,1,"DSL"
"4654-ULTTN",70,1,"DSL"
"5550-VFRLC",1,0,"Fiber optic"
"5546-BYZSM",41,1,"No"
"1492-KGETH",70,1,"DSL"
"4929-BSTRX",1,0,"DSL"
"4163-HFTUK",51,1,"No"
"8215-NGSPE",42,1,"No"
"2225-ZRGSG",70,0,"Fiber optic"
"8859-YSTWS",48,1,"No"
"5271-YNWVR",68,0,"Fiber optic"
"7601-DHFWZ",48,1,"No"
"2657-ALMWY",26,0,"Fiber optic"
"6330-JKLPC",11,0,"Fiber optic"
"4667-OHGKG",1,0,"No"
"1998-VHJHK",27,1,"No"
"1707-HABPF",46,1,"Fiber optic"
"1660-HSOOQ",1,0,"DSL"
"7253-UVNDW",46,0,"DSL"
"0487-VVUVK",25,1,"No"
"7228-OMTPN",4,0,"Fiber optic"
"5063-IUOKK",13,1,"No"
"4508-OEBEY",31,1,"DSL"
"0027-KWYKW",23,1,"Fiber optic"
"2308-STERM",2,1,"No"
"5982-XMDEX",65,1,"No"
"6284-AHOOQ",22,0,"Fiber optic"
"6051-PTVNS",55,1,"No"
"2344-JMOGN",9,0,"Fiber optic"
"3799-ISUZQ",7,0,"Fiber optic"
"2877-VDUER",35,1,"DSL"
"9152-AMKAK",6,1,"DSL"
"1794-HBQTJ",1,0,"DSL"
"9432-VOFYX",17,1,"Fiber optic"
"8049-WJCLQ",10,1,"DSL"
"6586-PSJOX",15,1,"DSL"
"2460-FPSYH",40,0,"DSL"
"9705-ZJBCG",13,1,"DSL"
"4818-DRBQT",29,0,"Fiber optic"
"1320-HTRDR",3,0,"Fiber optic"
"6847-KJLTS",58,1,"Fiber optic"
"9670-BPNXF",45,1,"DSL"
"3913-FCUUW",72,1,"DSL"
"3301-VKTGC",68,1,"Fiber optic"
"1493-AMTIE",1,0,"No"
"9555-SAHUZ",38,1,"DSL"
"0816-TSPHQ",2,1,"No"
"9932-WBWIK",11,1,"No"
"4619-EVPHY",20,1,"Fiber optic"
"5286-YHCVC",72,1,"Fiber optic"
"6424-ELEYH",3,0,"Fiber optic"
"4391-RESHN",23,0,"Fiber optic"
"9115-YQHGA",40,1,"DSL"
"4462-CYWMH",62,1,"Fiber optic"
"8963-MQVYN",22,1,"No"
"2458-EOMRE",11,1,"DSL"
"9334-GWGOW",7,1,"Fiber optic"
"6821-BUXUX",13,0,"Fiber optic"
"5028-HTLJB",1,0,"No"
"9801-GDWGV",39,0,"Fiber optic"
"6542-LWGXJ",3,1,"DSL"
"5567-GZKQY",58,1,"No"
"1222-LRYKO",6,1,"No"
"2320-JRSDE",1,0,"No"
"2087-QAREY",22,1,"DSL"
"0601-WZHJF",14,0,"DSL"
"4423-JWZJN",64,1,"Fiber optic"
"5143-WMWOG",1,0,"No"
"6490-FGZAT",6,1,"No"
"5393-RXQSZ",1,0,"Fiber optic"
"7452-FOLON",39,1,"No"
"2320-TZRRH",20,1,"No"
"0231-LXVAP",1,0,"Fiber optic"
"9444-JTXHZ",1,0,"Fiber optic"
"4942-VZZOM",64,1,"DSL"
"5510-BOIUJ",1,0,"No"
"7502-BNYGS",46,1,"DSL"
"4291-HYEBC",28,1,"DSL"
"6147-CBCRA",33,1,"No"
"6047-SUHPR",39,1,"DSL"
"4471-KXAUH",42,0,"Fiber optic"
"9752-ZNQUT",1,1,"DSL"
"7638-QVMVY",7,0,"Fiber optic"
"1576-PFZIW",70,1,"Fiber optic"
"5666-MBJPT",65,1,"No"
"7312-XSBAT",1,1,"DSL"
"3096-GKWEB",18,1,"Fiber optic"
"2371-JQHZZ",24,1,"Fiber optic"
"0674-GCDXG",63,1,"DSL"
"1121-QSIVB",44,1,"DSL"
"4396-KLSEH",4,1,"No"
"3244-DCJWY",1,0,"Fiber optic"
"2824-MYYBN",37,1,"Fiber optic"
"0875-CABNR",10,0,"Fiber optic"
"6345-HOVES",34,1,"DSL"
"8318-LCNBW",35,1,"DSL"
"6469-QJKZW",4,1,"No"
"0147-ESWWR",39,1,"Fiber optic"
"1217-VASWC",43,1,"Fiber optic"
"7812-FZHPE",17,0,"No"
"6370-ZVHDV",61,1,"No"
"5915-DGNVC",49,1,"DSL"
"6260-XLACS",4,1,"No"
"3566-CAAYU",64,1,"DSL"
"4983-CCWMC",3,1,"Fiber optic"
"9103-CXVOK",1,1,"No"
"2896-TBNBE",40,1,"Fiber optic"
"4797-AXPXK",1,0,"DSL"
"5229-PRWKT",8,0,"Fiber optic"
"6982-UQZLY",1,0,"No"
"2522-WLNSF",34,1,"DSL"
"3841-CONLJ",1,1,"DSL"
"5057-LCOUI",39,0,"DSL"
"0193-ESZXP",58,0,"Fiber optic"
"4475-NVTLU",45,1,"No"
"4369-HTUIF",6,0,"Fiber optic"
"9386-LDCZR",43,1,"Fiber optic"
"9585-KKMFD",41,1,"No"
"5399-ZIMKF",5,1,"Fiber optic"
"0336-KXKFK",72,1,"DSL"
"5619-XZZKR",4,1,"No"
"3948-FVVRP",9,1,"DSL"
"5327-XOKKY",72,1,"DSL"
"0983-TATYJ",33,1,"DSL"
"1813-JYWTO",72,1,"Fiber optic"
"0156-FVPTA",22,0,"DSL"
"1984-FCOWB",70,0,"Fiber optic"
"0654-HMSHN",21,0,"Fiber optic"
"6719-OXYBR",15,1,"Fiber optic"
"3312-ZWLGF",29,1,"Fiber optic"
"6476-YHMGA",15,1,"DSL"
"5287-QWLKY",71,0,"Fiber optic"
"0795-XCCTE",72,1,"No"
"0168-XZKBB",19,1,"Fiber optic"
"3785-NRHYR",1,1,"No"
"5196-SGOAK",1,0,"Fiber optic"
"4537-DKTAL",2,1,"DSL"
"7072-MBHEV",11,1,"Fiber optic"
"5602-BVFMK",12,1,"No"
"6297-NOOPG",70,1,"Fiber optic"
"1891-UAWWU",20,0,"Fiber optic"
"8204-TIFGJ",23,1,"No"
"8050-DVOJX",49,1,"DSL"
"6108-OQZDQ",4,0,"Fiber optic"
"0363-QJVFX",32,0,"Fiber optic"
"8903-XEBGX",2,1,"DSL"
"8169-SAEJD",69,1,"DSL"
"9840-DVNDC",6,0,"Fiber optic"
"1089-XZWHH",24,1,"No"
"2325-WINES",32,1,"Fiber optic"
"6064-ZATLR",27,1,"DSL"
"3096-JRDSO",27,0,"Fiber optic"
"7824-PANSQ",58,1,"Fiber optic"
"8042-JVNFH",1,0,"Fiber optic"
"9648-BCHKM",18,1,"No"
"2888-ADFAO",47,1,"No"
"8707-HOEDG",70,1,"Fiber optic"
"3374-LXDEV",13,0,"Fiber optic"
"4072-IPYLT",36,1,"DSL"
"7167-PCEYD",67,1,"No"
"4936-YPJNK",10,1,"No"
"1580-BMCMR",19,1,"Fiber optic"
"4817-KEQSP",71,1,"No"
"6408-WHTEF",72,1,"DSL"
"9251-AWQGT",48,1,"No"
"8749-CLJXC",1,1,"No"
"7989-VCQOH",18,1,"DSL"
"5049-GLYVG",1,0,"No"
"4199-QHJNM",67,1,"Fiber optic"
"8882-TLVRW",69,1,"DSL"
"5883-GTGVD",19,0,"Fiber optic"
"5135-GRQJV",72,1,"Fiber optic"
"2384-OVPSA",38,1,"No"
"1371-WEPDS",40,1,"DSL"
"3580-GICBM",61,1,"No"
"4817-QRJSX",10,0,"Fiber optic"
"9730-DRTMJ",32,1,"DSL"
"4686-UXDML",21,1,"Fiber optic"
"3349-ANQNH",59,1,"Fiber optic"
"2398-YPMUR",13,0,"Fiber optic"
"0932-YIXYU",47,1,"No"
"7480-SPLEF",69,1,"No"
"7636-XUHWW",2,1,"No"
"1431-CYWMH",22,1,"No"
"5937-EORGB",15,1,"Fiber optic"
"6349-JDHQP",53,1,"No"
"5539-HIVAK",28,1,"No"
"5847-MXBEO",22,1,"No"
"9985-MWVIX",1,0,"Fiber optic"
"4583-PARNH",16,1,"Fiber optic"
"1116-FRYVH",48,1,"DSL"
"1421-HCERK",30,1,"Fiber optic"
"9633-XQABV",3,1,"Fiber optic"
"0716-BQNDX",57,1,"Fiber optic"
"1265-XTECC",68,0,"Fiber optic"
"1183-CANVH",23,1,"DSL"
"1972-XMUWV",65,1,"DSL"
"8679-LZBMD",44,1,"Fiber optic"
"3407-JMJQQ",71,1,"Fiber optic"
"6252-DFGTK",37,1,"DSL"
"1539-LNKHM",12,1,"No"
"8645-KOMJQ",69,1,"DSL"
"0289-IVARM",35,1,"DSL"
"9761-XUJWD",5,1,"DSL"
"4057-FKCZK",58,1,"Fiber optic"
"4291-TPNFG",72,1,"DSL"
"6087-YPWHO",72,1,"DSL"
"3090-QFUVD",1,1,"No"
"2237-ZFSMY",39,0,"Fiber optic"
"1722-LDZJS",53,1,"No"
"1818-ESQMW",27,1,"Fiber optic"
"4871-JTKJF",1,0,"Fiber optic"
"1415-YFWLT",1,0,"Fiber optic"
"7401-RUBNK",18,1,"Fiber optic"
"0506-YLVKJ",46,1,"No"
"8661-BOYNW",72,1,"DSL"
"6711-VTNRE",36,0,"Fiber optic"
"4815-GBTCD",4,1,"DSL"
"2805-AUFQN",25,1,"No"
"0980-PVMRC",40,1,"DSL"
"7233-DRTRF",63,1,"Fiber optic"
"3500-RMZLT",15,0,"Fiber optic"
"3873-NFTGI",14,1,"DSL"
"1162-ECVII",72,1,"Fiber optic"
"7048-GXDAY",39,1,"Fiber optic"
"8571-ZCMCX",47,1,"DSL"
"1169-WCVAK",19,1,"Fiber optic"
"4548-SDBKE",5,0,"Fiber optic"
"8066-POXGX",13,0,"DSL"
"7129-CAKJW",17,1,"Fiber optic"
"8695-ARGXZ",34,1,"Fiber optic"
"3570-YUEKJ",42,1,"DSL"
"4143-OOBWZ",5,0,"Fiber optic"
"1555-HAPSU",71,1,"No"
"1697-NVVGY",19,1,"DSL"
"7854-EKTJL",2,0,"No"
"8464-EETCQ",57,1,"No"
"2419-FSORS",72,1,"Fiber optic"
"8132-YPVBX",6,1,"Fiber optic"
"9102-IAYHT",17,0,"Fiber optic"
"6754-LZUKA",61,1,"DSL"
"3422-LYEPQ",1,0,"Fiber optic"
"8099-MZPUJ",48,1,"Fiber optic"
"0787-LHDYT",16,1,"No"
"2642-DTVCO",9,0,"Fiber optic"
"0374-IOEGQ",3,1,"DSL"
"4361-JEIVL",1,0,"DSL"
"3197-NNYNB",65,1,"Fiber optic"
"3396-DKDEL",70,1,"Fiber optic"
"1752-OZXFY",60,1,"DSL"
"9066-QRSDU",69,1,"No"
"9112-WSNPU",35,1,"Fiber optic"
"9867-NNXLC",22,1,"No"
"5321-NTRKC",66,1,"DSL"
"1363-TXLSL",1,0,"Fiber optic"
"9507-EXLTT",1,0,"Fiber optic"
"3161-GETRM",34,1,"Fiber optic"
"0402-OAMEN",72,1,"No"
"6933-VLYFX",31,1,"DSL"
"6754-WKSHP",30,1,"No"
"9846-GKXAS",9,0,"Fiber optic"
"6017-PPLPX",20,0,"Fiber optic"
"4976-LNFVV",19,1,"DSL"
"5055-MGMGF",65,1,"Fiber optic"
"4641-FROLU",30,1,"No"
"2862-JVEOY",6,1,"No"
"2969-QWUBZ",2,1,"DSL"
"9822-BIIGN",53,1,"DSL"
"2077-MPJQO",7,1,"Fiber optic"
"1534-OULXE",61,1,"DSL"
"7136-RVDTZ",70,0,"DSL"
"2971-SGAFL",13,1,"DSL"
"1480-IVEVR",35,1,"Fiber optic"
"2905-KFQUV",2,1,"Fiber optic"
"4581-SSPWD",3,0,"Fiber optic"
"3370-HXOPH",3,1,"Fiber optic"
"9391-YZEJW",62,1,"Fiber optic"
"9958-MEKUC",72,1,"Fiber optic"
"0281-CNTZX",63,1,"No"
"6927-WTFIV",20,0,"Fiber optic"
"4118-CEVPF",35,1,"Fiber optic"
"3398-ZOUAA",21,0,"Fiber optic"
"9114-VEPUF",62,1,"Fiber optic"
"7876-BEUTG",15,1,"DSL"
"2338-BQEZT",55,1,"DSL"
"9873-MNDKV",11,1,"DSL"
"0378-NHQXU",17,0,"Fiber optic"
"8241-JUIQO",61,1,"No"
"2194-IIQOF",71,1,"DSL"
"4512-ZUIYL",2,0,"Fiber optic"
"9631-RXVJM",35,1,"No"
"9584-EXCDZ",17,1,"Fiber optic"
"7969-AULMZ",21,0,"Fiber optic"
"5093-FEGLU",47,1,"No"
"2621-UDNLU",3,1,"No"
"7526-IVLYU",3,1,"No"
"2428-HYUNX",44,1,"No"
"9214-EKVXR",1,1,"DSL"
"3410-MHHUM",44,1,"Fiber optic"
"0568-ONFPC",5,0,"No"
"0733-VUNUW",24,0,"DSL"
"4550-EVXNY",1,0,"Fiber optic"
"2122-YWVYA",18,1,"Fiber optic"
"2968-SSGAA",10,0,"Fiber optic"
"2296-DKZFP",65,1,"DSL"
"4844-JJWUY",1,0,"Fiber optic"
"6777-TGHTM",53,0,"Fiber optic"
"8909-BOLNL",3,1,"No"
"6603-YRDCJ",33,1,"DSL"
"3538-WZPHD",3,0,"DSL"
"3229-USWAR",34,1,"DSL"
"2138-VFAPZ",14,1,"No"
"6131-JLWZM",13,1,"No"
"4785-QRJHC",46,0,"DSL"
"0269-XFESX",23,1,"No"
"1709-EJDOX",47,1,"No"
"4316-XCSLJ",17,1,"DSL"
"8610-WFCJF",49,0,"Fiber optic"
"9693-XMUOB",59,1,"DSL"
"0383-CLDDA",69,1,"DSL"
"4905-JEFDW",11,0,"DSL"
"2709-UQGNP",10,1,"DSL"
"3549-ZTMNH",12,1,"No"
"7881-INRLC",45,0,"Fiber optic"
"8033-ATFAS",39,1,"DSL"
"1635-NZATJ",71,1,"No"
"0562-HKHML",71,1,"No"
"8277-RVRSV",33,1,"No"
"9943-VSZUV",67,1,"Fiber optic"
"0117-LFRMW",37,0,"DSL"
"6172-FECYY",49,0,"Fiber optic"
"7054-ENNGU",9,1,"DSL"
"1455-HFBXA",52,1,"Fiber optic"
"9402-CXWPL",70,1,"Fiber optic"
"1628-BIZYP",1,1,"Fiber optic"
"1965-AKTSX",14,0,"Fiber optic"
"0082-LDZUE",1,1,"DSL"
"4786-UKSNZ",1,0,"No"
"5343-SGUBI",52,1,"Fiber optic"
"0856-NAOES",6,1,"DSL"
"1976-AZZPJ",7,1,"DSL"
"7248-VZQLC",47,0,"Fiber optic"
"6156-UZDLF",26,1,"Fiber optic"
"3099-OONVS",25,1,"DSL"
"9500-WBGRP",69,1,"No"
"5183-KLYEM",72,1,"Fiber optic"
"5144-PQCDZ",4,1,"No"
"8514-VZHEB",59,1,"No"
"6625-IUTTT",67,1,"DSL"
"9355-NPPFS",26,1,"Fiber optic"
"0068-FIGTF",27,1,"DSL"
"5965-GGPRW",72,1,"Fiber optic"
"8035-PWSEV",6,1,"Fiber optic"
"2236-HILPA",62,1,"No"
"1840-BIUOG",20,1,"DSL"
"1356-MKYSK",6,1,"DSL"
"6080-LNESI",51,1,"No"
"1830-IPXVJ",61,1,"No"
"5828-DWPIL",62,1,"Fiber optic"
"8398-TBIYD",72,1,"Fiber optic"
"0011-IGKFF",13,0,"Fiber optic"
"4192-GORJT",5,0,"Fiber optic"
"6496-SLWHQ",3,0,"Fiber optic"
"9912-GVSEQ",26,0,"Fiber optic"
"2931-FSOHN",13,1,"DSL"
"9418-RUKPH",38,1,"No"
"5383-MMTWC",8,0,"Fiber optic"
"9971-ZWPBF",34,1,"Fiber optic"
"4712-AUQZO",18,1,"DSL"
"9711-FJTBX",56,1,"Fiber optic"
"2908-ZTPNF",36,1,"DSL"
"7240-ETPTR",9,0,"DSL"
"2202-CUYXZ",1,0,"Fiber optic"
"5995-OIGLP",12,0,"DSL"
"8421-WZOOW",57,1,"Fiber optic"
"6261-RCVNS",42,0,"DSL"
"7951-QKZPL",33,0,"No"
"1414-YADCW",70,1,"Fiber optic"
"8756-RDDLT",68,1,"DSL"
"2862-PFNIK",1,1,"DSL"
"5816-QVHRX",37,1,"Fiber optic"
"4430-YHXGG",4,1,"No"
"6888-SBYAI",1,1,"DSL"
"7395-XWZOY",20,1,"DSL"
"7169-YWAMK",72,1,"DSL"
"3640-PHQXK",31,0,"Fiber optic"
"6877-LGWXO",18,0,"Fiber optic"
"6859-RKMZJ",11,1,"DSL"
"2729-VNVAP",33,1,"No"
"2957-JIRMN",62,1,"Fiber optic"
"2049-BAFNW",1,1,"DSL"
"3842-QTGDL",16,1,"Fiber optic"
"7163-OCEQI",22,1,"DSL"
"9782-LGXMC",49,1,"DSL"
"5975-BAICR",36,1,"DSL"
"8019-ENHXU",42,0,"Fiber optic"
"5167-GBFRE",4,0,"DSL"
"9033-EOXWV",12,0,"DSL"
"4673-KKSLS",31,1,"Fiber optic"
"4853-OITSN",5,1,"Fiber optic"
"9800-OUIGR",66,1,"No"
"1324-NLTJE",15,0,"DSL"
"2324-EFHVG",64,1,"Fiber optic"
"7094-MSZAO",10,1,"No"
"1522-VVDMG",7,0,"Fiber optic"
"6907-CQGPN",29,1,"DSL"
"0780-XNZFN",57,1,"No"
"0239-OXEXL",46,1,"Fiber optic"
"2675-IJRGJ",53,1,"No"
"7049-GKVZY",17,1,"DSL"
"8577-QSOCG",38,1,"No"
"3721-CNZHX",15,1,"No"
"0212-ISBBF",22,1,"DSL"
"9185-TQCVP",14,0,"Fiber optic"
"3585-YNADK",57,1,"DSL"
"5271-DBYSJ",11,1,"Fiber optic"
"1099-GODLO",1,1,"No"
"6828-HMKWP",12,1,"No"
"5567-WSELE",3,0,"Fiber optic"
"1472-TNCWL",36,1,"Fiber optic"
"8063-RJYNF",16,0,"Fiber optic"
"0687-ZVTHB",65,0,"DSL"
"2080-GKCWQ",2,1,"Fiber optic"
"9661-ACXBS",42,0,"Fiber optic"
"2193-SFWQW",72,1,"Fiber optic"
"5656-JAMLX",62,1,"No"
"3462-BJQQA",6,1,"Fiber optic"
"0442-TDYUO",48,1,"No"
"6733-LRIZX",35,1,"Fiber optic"
"9503-XJUME",52,1,"No"
"4367-NHWMM",1,1,"DSL"
"3727-RJMEO",6,0,"Fiber optic"
"3779-OSWCF",71,1,"DSL"
"6736-DHUQI",67,1,"Fiber optic"
"3915-ODIYG",60,1,"DSL"
"1360-RCYRT",23,1,"DSL"
"2724-FJDYW",39,1,"DSL"
"4451-RWASJ",15,1,"No"
"6646-VRFOL",53,0,"Fiber optic"
"3460-TJBWI",24,1,"No"
"5917-HBSDW",37,1,"No"
"5685-IIXLY",5,0,"Fiber optic"
"5671-UUNXD",50,1,"Fiber optic"
"0956-ACVZC",54,1,"Fiber optic"
"2325-NBPZG",3,1,"Fiber optic"
"4250-ZBWLV",68,0,"Fiber optic"
"4482-FTFFX",5,1,"DSL"
"8859-DZTGQ",33,1,"No"
"0440-MOGPM",41,1,"DSL"
"0020-JDNXP",34,1,"DSL"
"3752-CQSJI",13,1,"No"
"5025-GOOKI",20,1,"No"
"4698-KVLLG",51,1,"No"
"5095-AESKG",3,0,"Fiber optic"
"2887-JPYLU",41,1,"DSL"
"4770-QAZXN",13,1,"No"
"4896-CPRPF",35,1,"No"
"1871-MOWRM",12,0,"Fiber optic"
"9714-EDSUC",4,1,"Fiber optic"
"2027-OAQQC",43,0,"DSL"
"0282-NVSJS",12,1,"DSL"
"9090-SGQXL",68,0,"Fiber optic"
"6595-YGXIT",25,0,"Fiber optic"
"7353-YOWFP",7,1,"No"
"9835-ZIITK",66,0,"Fiber optic"
"8008-ESFLK",53,1,"Fiber optic"
"7537-CBQUZ",63,1,"Fiber optic"
"1555-DJEQW",70,0,"Fiber optic"
"5649-TJHOV",27,0,"DSL"
"0519-XUZJU",1,0,"Fiber optic"
"3363-EWLGO",5,1,"No"
"4750-UKWJK",37,1,"No"
"6338-AVWCY",3,0,"DSL"
"1689-YQBYY",12,1,"Fiber optic"
"4487-ZYJZK",38,1,"No"
"2959-FENLU",9,1,"Fiber optic"
"0708-LGSMF",13,1,"DSL"
"9253-QXKBE",29,0,"Fiber optic"
"7634-HLQJR",47,1,"No"
"0487-RPVUM",61,1,"Fiber optic"
"4079-ULGFR",16,1,"No"
"2516-XSJKX",41,1,"DSL"
"0057-QBUQH",43,1,"No"
"9445-SZLCH",36,0,"Fiber optic"
"6599-SFQVE",6,1,"DSL"
"8331-ZXFOE",58,1,"DSL"
"4003-FUSHP",19,1,"DSL"
"0356-ERHVT",11,1,"DSL"
"7325-ENZFI",39,1,"DSL"
"4884-ZTHVF",8,1,"Fiber optic"
"3920-HIHMQ",26,1,"DSL"
"3055-OYMSE",53,1,"Fiber optic"
"0613-WUXUM",70,1,"No"
"7568-PODML",1,0,"DSL"
"4458-KVRBJ",59,1,"No"
"5349-IECLD",2,0,"Fiber optic"
